Date,Open,High,Low,Close_Gold,Volume,SP500,Close_Oil,DollarIndex
8/21/2013,1372.5,1377.3,1360.9,1370.6,109,1642.8,103.85,81.22
8/22/2013,1362,1380.4,1362,1371.2,79,1656.96,105.03,81.53
8/23/2013,1376.8,1398.2,1373.9,1395.7,178,1663.5,106.42,81.39
8/26/2013,1398.6,1402.8,1391.3,1393,203,1656.78,105.92,81.44
8/27/2013,1403.8,1421.1,1398.7,1420.6,397,1630.48,109.01,81.2
8/28/2013,1417.3,1428,1417.3,1419,489,1634.96,110.1,81.46
8/29/2013,1417.4,1417.4,1404.5,1412.9,375,1638.17,108.8,82
8/30/2013,1407.2,1409.8,1392.3,1396.1,0,1632.97,107.65,82.14
9/3/2013,1393,1414.4,1382.3,1412,139,1639.77,108.54,82.4
9/4/2013,1413,1413,1387.1,1389.9,104,1653.08,107.23,82.21
9/5/2013,1393.5,1397.5,1367.1,1373.1,37,1655.08,108.37,82.67
9/6/2013,1371,1390.1,1368.9,1386.7,52,1655.17,110.53,82.17
9/9/2013,1389.8,1389.8,1386.5,1386.8,44,1671.71,109.52,81.8
9/10/2013,1377.5,1377.5,1357.6,1364.1,21,1683.99,107.39,81.82
9/11/2013,1365.8,1365.8,1356.7,1363.9,60,1689.13,107.56,81.52
9/12/2013,1360,1360,1322.4,1330.4,120,1683.42,108.6,81.49
9/13/2013,1322.9,1323,1305.3,1308.4,38,1687.99,108.21,81.45
9/16/2013,1328.4,1329.6,1310.8,1317.9,107,1697.6,106.59,81.07
9/17/2013,1313,1313.1,1309.5,1309.5,24,1704.76,105.42,81.29
9/18/2013,1292.1,1347.7,1292.1,1307.8,29,1725.52,108.07,80.37
9/19/2013,1362.9,1373,1362.9,1369.4,35,1722.34,106.39,80.48
9/20/2013,1347.5,1347.5,1330.7,1332.5,2,1709.91,104.68,80.55
9/23/2013,1327.1,1327.8,1317.6,1326.9,78,1701.84,103.59,80.57
9/24/2013,1321.2,1324.9,1309.4,1316,61,1697.42,103.13,80.69
9/25/2013,1322.7,1335.9,1322.7,1335.9,51,1692.77,102.66,80.44
9/26/2013,1335.2,1338.3,1323.6,1323.6,13170,1698.67,103.03,80.64
9/27/2013,1321.5,1343.8,1319.7,1338.4,2990,1691.75,102.87,80.38
9/30/2013,1345.8,1350.9,1322,1326.5,597,1681.55,102.33,80.32
10/1/2013,1328,1334,1284.5,1286,815,1695,102.04,80.25
10/2/2013,1288.5,1321,1280,1320.6,152,1693.87,104.1,79.99
10/3/2013,1312,1319.5,1302.5,1317.4,217,1678.66,103.31,79.85
10/4/2013,1316.2,1318.1,1305.7,1309.7,38,1690.5,103.84,80.22
10/7/2013,1313.8,1325.4,1311.8,1324.8,84,1676.12,103.03,80.03
10/8/2013,1326.5,1330,1321.2,1324.2,57,1655.45,103.49,80.13
10/9/2013,1317.6,1319,1295.3,1306.9,140,1656.4,101.61,80.47
10/10/2013,1303.4,1310.8,1285,1296.6,89,1692.56,103.01,80.52
10/11/2013,1286.9,1291.6,1263.8,1268,210,1703.2,102.02,80.45
10/14/2013,1275.8,1285.8,1273.9,1276.4,61,1710.14,102.41,80.31
10/15/2013,1270.5,1283.6,1254.1,1273,208,1698.06,101.21,80.56
10/16/2013,1282.8,1284,1269.2,1282,86,1721.54,102.29,80.56
10/17/2013,1307,1322.7,1307,1322.7,72,1733.15,100.67,79.72
10/18/2013,1318.8,1326,1312.6,1314.4,65,1744.5,100.81,79.73
10/21/2013,1316.8,1317.7,1315.7,1315.7,23,1744.66,99.22,79.75
10/22/2013,1313.9,1342.6,1313.9,1342.5,55,1754.67,97.8,79.29
10/23/2013,1331.9,1333.9,1331.9,1333.9,13,1746.38,96.86,79.33
10/24/2013,1334.5,1350.2,1334.5,1350.2,18,1752.07,97.11,79.25
10/25/2013,1346.2,1353,1346.2,1352.4,23,1759.77,97.85,79.25
10/28/2013,1351.4,1359.2,1349,1352,23,1762.11,98.68,79.31
10/29/2013,1359.6,1359.7,1345.2,1345.2,168,1771.95,98.2,79.67
10/30/2013,1340.8,1355.8,1335.6,1349,44,1763.31,96.77,79.84
10/31/2013,1334,1334,1321.7,1323.6,62,1756.54,96.38,80.26
11/1/2013,1325.7,1325.7,1308,1313.1,21,1761.64,94.61,80.81
11/4/2013,1314.6,1320.5,1312.1,1314.6,39,1767.93,94.62,80.64
11/5/2013,1313.3,1317.5,1306.9,1308,98,1762.97,93.37,80.79
11/6/2013,1313.5,1318.6,1312.5,1317.7,11,1770.49,94.8,80.56
11/7/2013,1323.6,1323.6,1298,1308.4,129,1747.15,94.2,80.85
11/8/2013,1308,1308.1,1281.3,1284.5,22,1770.61,94.6,81.39
11/11/2013,1281.6,1281.8,1281,1281,5,1771.89,95.14,81.2
11/12/2013,1282.3,1282.3,1271.1,1271.1,3,1767.69,93.04,81.25
11/13/2013,1274,1280.5,1268.3,1268.3,17,1782,93.88,80.98
11/14/2013,1280.2,1293.3,1278.1,1286.2,29,1790.62,93.76,81.09
11/15/2013,1287.7,1288.5,1281.5,1287.3,16,1798.18,93.84,80.9
11/18/2013,1284.7,1284.8,1272.2,1272.2,10,1791.53,93.03,80.83
11/19/2013,1274.2,1275.2,1271,1273.4,10,1787.87,93.34,80.74
11/20/2013,1269,1269,1241.9,1257.9,120,1781.37,93.33,81.17
11/21/2013,1245.7,1247.1,1236.5,1243.5,90,1795.85,95.44,81.12
11/22/2013,1243.2,1247,1241.4,1244,77,1804.76,94.84,80.74
11/25/2013,1231.1,1241.1,1229,1241.1,19,1802.48,94.09,80.96
11/26/2013,1243,1243,1241.4,1241.4,178417,1802.75,93.68,80.64
11/27/2013,1241.6,1254.8,1235.5,1237.8,82331,1807.23,92.3,80.75
11/29/2013,1237.8,1254.5,1233.7,1250.6,9203,1805.81,92.72,80.66
12/2/2013,1251.4,1251.5,1217.8,1222.3,4979,1800.9,93.82,80.94
12/3/2013,1219.2,1225.7,1215.6,1221.7,1932,1795.15,96.04,80.62
12/4/2013,1225.1,1250.4,1212.9,1248.2,1823,1792.81,97.2,80.63
12/5/2013,1240,1241.5,1218.6,1233.2,446,1785.03,97.38,80.24
12/6/2013,1228.7,1242,1213,1230.3,1032,1805.09,97.65,80.32
12/9/2013,1230.2,1243.2,1229,1235.3,352,1808.37,97.34,80.14
12/10/2013,1239,1267,1239,1262.4,882,1802.62,98.51,79.96
12/11/2013,1261.9,1261.9,1252.1,1258.5,147,1782.22,97.44,79.89
12/12/2013,1253.5,1255.4,1225.9,1226,609,1775.5,97.5,80.21
12/13/2013,1226.7,1239,1222.2,1235.7,446,1775.32,96.6,80.22
12/16/2013,1238.4,1250.6,1228.9,1245.5,242,1786.54,97.48,80.04
12/17/2013,1237,1240.4,1231.2,1231.2,22,1781,97.22,80.21
12/18/2013,1231.5,1245.1,1217,1236.1,114,1810.65,97.8,80.25
12/19/2013,1226.6,1226.6,1188.7,1195,124,1809.6,98.77,80.79
12/20/2013,1190.9,1207.8,1190.9,1205.1,204,1818.32,99.32,80.75
12/23/2013,1205.2,1205.2,1195.9,1198.4,123,1827.99,98.91,80.62
12/24/2013,1199.8,1205.6,1197.7,1205.1,184,1833.32,99.22,80.67
12/26/2013,1207.1,1215.9,1207.1,1214.1,140,1842.02,99.55,80.65
12/27/2013,1213.4,1218.5,1212.9,1216.1,278,1841.4,100.32,80.54
12/30/2013,1215,1215,1194.4,1203.1,351,1841.07,99.29,80.12
12/31/2013,1196.4,1212.4,1182,1201.9,124,1848.36,98.42,80.19
1/2/2014,1204.3,1227.3,1204.3,1225,209,1831.98,95.44,80.79
1/3/2014,1221.7,1239,1221.7,1238.4,142,1831.37,93.96,80.96
1/6/2014,1232.8,1247,1221.9,1237.8,127,1826.77,93.43,80.81
1/7/2014,1239.3,1242.4,1226.3,1229.4,73,1837.88,93.67,80.98
1/8/2014,1227.5,1227.5,1218.6,1225.3,189,1837.49,92.33,81.16
1/9/2014,1225.8,1229.3,1225.8,1229.3,7,1838.13,91.66,81.14
1/10/2014,1235,1246.8,1234,1246.7,58,1842.37,92.72,80.75
1/13/2014,1250.6,1252.7,1245.5,1250.9,46,1819.2,91.8,80.61
1/14/2014,1251,1251.3,1242,1245.2,37,1838.88,92.59,80.76
1/15/2014,1243.1,1243.2,1238.1,1238.1,68,1848.38,94.17,81.14
1/16/2014,1239.3,1242.8,1239,1240,48,1845.89,93.96,81.02
1/17/2014,1239.7,1254.3,1239.7,1251.7,101,1838.7,94.37,81.36
1/21/2014,1256.4,1257.5,1240,1242.3,224,1843.8,94.99,81.23
1/22/2014,1241.7,1242,1239,1239,58,1844.86,96.73,81.31
1/23/2014,1235.2,1264.2,1235.2,1262.6,40,1828.46,97.32,80.53
1/24/2014,1258.3,1269.4,1258.3,1264.5,38,1790.29,96.64,80.54
1/27/2014,1259.8,1264.4,1254.4,1263.6,92,1781.56,95.72,80.61
1/28/2014,1257.9,1258.4,1251,1251,20,1792.5,97.41,80.66
1/29/2014,1262.2,1262.2,1262.2,1262.2,137028,1774.2,97.36,80.58
1/30/2014,1267,1267.7,1237.5,1242.2,45276,1794.19,98.23,81.19
1/31/2014,1243.6,1254.5,1238.4,1240.1,5820,1782.59,97.49,81.4
2/3/2014,1242.4,1266.3,1241.2,1260.4,2914,1741.89,96.43,81.11
2/4/2014,1258.4,1260.7,1247.8,1251.7,1745,1755.2,97.19,81.22
2/5/2014,1254,1273.7,1253.1,1257.3,1616,1751.64,97.38,81.13
2/6/2014,1258,1267,1253.5,1257.6,274,1773.43,97.84,81
2/7/2014,1258.3,1271.4,1257.9,1263.3,436,1797.02,99.88,80.76
2/10/2014,1269.6,1277.3,1265.7,1274.8,742,1799.84,100.06,80.73
2/11/2014,1274,1292,1273.8,1290.1,562,1819.75,99.94,80.7
2/12/2014,1290.5,1296.2,1285.5,1295.3,140,1819.26,100.37,80.74
2/13/2014,1293.3,1303.5,1287.5,1300.4,877,1829.83,100.35,80.38
2/14/2014,1301.7,1320.7,1301.7,1319,308,1838.63,100.3,80.18
2/18/2014,1322.9,1330.6,1313.9,1324.7,373,1840.76,102.43,80.05
2/19/2014,1318.3,1321.6,1309.1,1320.6,193,1828.75,103.31,80.19
2/20/2014,1310.7,1323.5,1309.6,1317.1,116,1839.78,102.92,80.32
2/21/2014,1320,1328.3,1317.4,1323.9,171,1836.25,102.2,80.27
2/24/2014,1324.3,1339,1321.4,1338.3,93,1847.61,102.82,80.22
2/25/2014,1336.4,1343.9,1333.1,1343,290,1845.12,101.83,80.17
2/26/2014,1341.2,1342,1325.6,1328.2,485,1845.16,102.59,80.46
2/27/2014,1329.3,1335,1324.6,1331.6,369,1854.29,102.4,80.31
2/28/2014,1329.8,1332.6,1321.1,1321.4,239,1859.45,102.59,79.72
3/3/2014,1335.9,1354.1,1332.9,1350.1,232,1845.73,104.92,80.09
3/4/2014,1350.4,1350.4,1332.2,1337.8,80,1873.91,103.33,80.18
3/5/2014,1334.8,1341,1334.8,1340.2,32,1873.81,101.45,80.12
3/6/2014,1338,1351.7,1333.3,1351.7,59,1877.03,101.56,79.67
3/7/2014,1349.5,1352.7,1329.2,1338.1,97,1878.04,102.58,79.72
3/10/2014,1336,1344.7,1330.5,1341.4,97,1877.17,101.12,79.77
3/11/2014,1340,1352.4,1338.1,1346.5,53,1867.63,100.03,79.74
3/12/2014,1349.1,1370.5,1348.7,1370.3,58,1868.2,97.99,79.61
3/13/2014,1366.8,1374.5,1366.5,1372.2,23,1846.34,98.2,79.63
3/14/2014,1376.1,1386.6,1371.1,1379,91,1841.13,98.89,79.44
3/17/2014,1386.1,1391.4,1372.2,1372.9,29,1858.83,98.08,79.31
3/18/2014,1359.3,1361.8,1353.4,1359,35,1872.25,99.7,79.54
3/19/2014,1357.1,1358,1332.7,1341.4,57,1860.77,100.37,80.13
3/20/2014,1333.7,1333.7,1325.8,1330.5,72,1872.01,99.43,80.35
3/21/2014,1339.1,1339.1,1335.8,1336,3,1866.52,99.46,80.26
3/24/2014,1333,1333,1310.5,1311.2,103,1857.44,99.6,80.08
3/25/2014,1315.5,1315.5,1307.5,1311.4,46,1865.62,99.19,80.09
3/26/2014,1315.2,1315.2,1303.4,1303.4,4,1852.56,100.26,80.17
3/27/2014,1294.7,1294.7,1294.7,1294.7,185016,1849.04,101.28,80.25
3/28/2014,1292.2,1299.4,1285.9,1293.8,65486,1857.62,101.67,80.33
3/31/2014,1294.3,1298.8,1282.4,1283.4,4121,1872.34,101.58,80.25
4/1/2014,1285.1,1287.9,1277.3,1279.6,884,1885.52,99.74,80.25
4/2/2014,1280.2,1294.1,1280.2,1290.5,1099,1890.9,99.62,80.37
4/3/2014,1290.8,1293.5,1282.7,1284.4,775,1888.77,100.29,80.64
4/4/2014,1285.5,1306.1,1284.4,1303.2,976,1865.09,101.14,80.57
4/7/2014,1301.4,1304,1296.3,1298,361,1845.04,100.44,80.36
4/8/2014,1296.6,1314.1,1296.6,1308.7,264,1851.96,102.56,79.83
4/9/2014,1309.5,1313.6,1301.1,1305.5,191,1872.18,103.6,79.55
4/10/2014,1311.8,1323.8,1311.2,1320.1,127,1833.08,103.4,79.45
4/11/2014,1319,1322.8,1316.3,1318.7,76,1815.69,103.74,79.52
4/14/2014,1320.1,1330,1320.1,1327.2,328,1830.61,104.05,79.81
4/15/2014,1322.7,1322.7,1291.5,1300,238,1842.98,103.75,79.89
4/16/2014,1302.7,1303.5,1295,1303.1,177,1862.31,103.76,79.88
4/17/2014,1300.1,1303,1292.5,1293.4,124,1864.85,104.3,79.9
4/21/2014,1290,1299.2,1283.8,1288,100,1871.89,104.37,80.03
4/22/2014,1289.2,1291.6,1276,1280.6,100,1879.55,102.13,80
4/23/2014,1284.3,1287.7,1282.4,1284.2,176,1875.39,101.44,79.93
4/24/2014,1284.6,1297.9,1272.4,1290.5,522,1878.61,101.94,79.88
4/25/2014,1293.8,1304.6,1293.8,1300.7,274,1863.4,100.6,79.82
4/28/2014,1305.4,1305.4,1293,1298.9,388,1869.43,100.84,79.76
4/29/2014,1295.5,1300.5,1289.1,1296,904,1878.33,101.28,79.88
4/30/2014,1296,1296.5,1286.6,1295.6,181,1883.95,99.74,79.53
5/1/2014,1288.7,1288.7,1278,1283.1,25,1883.68,99.42,79.58
5/2/2014,1276.7,1302.7,1276.7,1302.6,90,1881.14,99.76,79.56
5/5/2014,1305.6,1314.2,1305.5,1309,31,1884.66,99.48,79.53
5/6/2014,1309.4,1309.4,1306.9,1308.3,14,1867.72,99.5,79.13
5/7/2014,1310.3,1312,1288,1288.6,21,1878.21,100.77,79.24
5/8/2014,1291.5,1291.5,1285.5,1287.4,65,1875.63,100.26,79.4
5/9/2014,1287.3,1287.3,1287.3,1287.3,3,1878.48,99.99,79.96
5/12/2014,1282.1,1295.9,1281.2,1295.6,19,1896.65,100.59,79.96
5/13/2014,1295.5,1295.5,1292,1294.6,20,1897.45,101.7,80.21
5/14/2014,1292.8,1306.9,1292.8,1305.7,25,1888.53,102.37,80.14
5/15/2014,1302.5,1302.5,1292.8,1293.5,27,1870.85,101.5,80.06
5/16/2014,1293.3,1293.3,1293.3,1293.3,8,1877.86,102.02,80.11
5/19/2014,1293.7,1293.7,1293.7,1293.7,44,1885.08,102.61,80.05
5/20/2014,1290.7,1294.5,1290.1,1294.5,8,1872.83,102.44,80.09
5/21/2014,1287.4,1288,1287.4,1288,2,1888.03,104.07,80.15
5/22/2014,1294.2,1295,1294.2,1294.9,4,1892.49,103.74,80.31
5/23/2014,1293.2,1293.4,1291.6,1291.6,3,1900.53,104.35,80.45
5/27/2014,1291.9,1291.9,1265.4,1265.4,25,1911.91,104.11,80.4
5/28/2014,1259.3,1259.3,1259.3,1259.3,168825,1909.78,102.72,80.62
5/29/2014,1258.3,1260.6,1250.9,1256.3,38045,1920.03,103.58,80.54
5/30/2014,1255.1,1259.6,1241.8,1245.6,3839,1923.57,102.71,80.4
6/2/2014,1250,1250.7,1240.9,1243.7,774,1924.97,102.47,80.69
6/3/2014,1244.1,1247.5,1240.5,1244.3,654,1924.24,102.66,80.59
6/4/2014,1245.1,1248.8,1242.7,1244,604,1927.88,102.64,80.71
6/5/2014,1244,1256.6,1241.2,1253,1317,1940.46,102.48,80.4
6/6/2014,1253.4,1256.6,1246.3,1252.1,381,1949.44,102.66,80.43
6/9/2014,1252.7,1256.1,1252.6,1253.5,97,1951.27,104.41,80.68
6/10/2014,1252.4,1262.3,1251,1259.8,1007,1950.79,104.35,80.85
6/11/2014,1259.9,1264.4,1259.1,1260.8,128,1943.89,104.4,80.81
6/12/2014,1260,1274.5,1260,1273.6,129,1930.11,106.53,80.59
6/13/2014,1272.5,1274.7,1271.3,1273.7,145,1936.16,106.91,80.66
6/16/2014,1279.8,1282.1,1270.8,1274.9,334,1937.78,106.9,80.47
6/17/2014,1272.8,1272.8,1260.9,1271.7,819,1941.99,106.36,80.72
6/18/2014,1269.9,1272.7,1267.4,1272.4,143,1956.98,105.97,80.67
6/19/2014,1277.2,1321,1277.2,1313.7,601,1959.48,106.43,80.4
6/20/2014,1321.4,1321.4,1306.8,1316.2,254,1962.87,107.26,80.44
6/23/2014,1312.3,1318,1312.3,1318,142,1962.61,106.17,80.34
6/24/2014,1315.6,1325.6,1315.6,1320.9,223,1949.98,106.03,80.39
6/25/2014,1315.3,1323.4,1312,1322.2,294,1959.53,106.5,80.26
6/26/2014,1319.6,1319.6,1312.4,1316.1,1204,1957.22,105.84,80.28
6/27/2014,1317.4,1320.9,1313.3,1319,625,1960.96,105.74,80.09
6/30/2014,1315.3,1328.7,1311.8,1321.8,744,1960.23,105.37,79.81
7/1/2014,1326.7,1331.4,1326.2,1326.4,51,1973.32,105.34,79.85
7/2/2014,1326.8,1330.7,1326.8,1330.7,226,1974.62,104.48,79.99
7/3/2014,1327.3,1327.7,1313,1320.4,40,1985.44,104.06,80.28
7/7/2014,1318.7,1320.3,1313.2,1316.5,93,1977.65,103.53,80.27
7/8/2014,1318.4,1323.5,1316,1316,6,1963.71,103.4,80.22
7/9/2014,1324,1330.4,1323.8,1323.8,16,1972.83,102.29,80.04
7/10/2014,1330.5,1343.7,1328,1338.7,28,1964.68,102.93,80.17
7/11/2014,1337.9,1339,1336.2,1337,112,1967.57,100.83,80.23
7/14/2014,1332.8,1332.8,1304.7,1306.3,103,1977.1,100.91,80.23
7/15/2014,1307.4,1311.9,1294.1,1296.9,368,1973.28,99.96,80.45
7/16/2014,1298.4,1303.1,1296.9,1299.6,34,1981.57,101.2,80.62
7/17/2014,1303.1,1323.8,1303.1,1316.7,16,1958.12,103.19,80.57
7/18/2014,1322.7,1322.7,1306.2,1309.2,27,1978.22,103.13,80.6
7/21/2014,1311,1315.5,1311,1313.7,18,1973.63,104.59,80.63
7/22/2014,1306.1,1306.1,1306.1,1306.1,2,1983.53,104.42,80.86
7/23/2014,1304.5,1304.5,1304.5,1304.5,0,1987.01,103.12,80.92
7/24/2014,1297.5,1297.5,1290.6,1290.6,1,1987.98,102.07,80.96
7/25/2014,1294.8,1303.1,1294.8,1303.1,8,1978.34,102.09,81.12
7/28/2014,1307.4,1308,1303.3,1303.3,52,1978.91,101.67,81.12
7/29/2014,1310.9,1310.9,1298.3,1298.3,181554,1969.95,100.97,81.32
7/30/2014,1298.6,1303,1291,1294.9,36189,1970.07,100.27,81.52
7/31/2014,1295.1,1297.3,1280.6,1281.3,5663,1930.67,98.17,81.52
8/1/2014,1284.1,1296.6,1279.7,1293.6,1985,1925.15,97.88,81.38
8/4/2014,1294.4,1295,1285.9,1287.7,917,1938.99,98.29,81.4
8/5/2014,1288,1292.7,1282.6,1284,825,1920.21,97.38,81.61
8/6/2014,1288.1,1309,1287.8,1306.7,706,1920.24,96.92,81.51
8/7/2014,1305.3,1313.1,1302.5,1310.8,225,1909.57,97.34,81.61
8/8/2014,1310.8,1321.4,1308,1308.9,586,1931.59,97.65,81.45
8/11/2014,1308.4,1309.7,1305.3,1308.5,194,1936.92,98.08,81.54
8/12/2014,1306.2,1315.8,1305.8,1308.8,438,1933.75,97.37,81.56
8/13/2014,1308.8,1312.8,1305,1312.8,238,1946.72,97.59,81.66
8/14/2014,1311.8,1316.4,1309.7,1313.9,320,1955.18,95.58,81.65
8/15/2014,1311.7,1312.8,1292,1304.5,199,1955.06,97.35,81.47
8/18/2014,1301.4,1302.1,1295.7,1297.7,100,1971.74,96.41,81.63
8/19/2014,1298.8,1301.6,1294,1295.1,144,1981.6,94.48,81.94
8/20/2014,1295.4,1295.8,1288.4,1293.4,332,1986.51,96.07,82.28
8/21/2014,1290,1290,1272,1273.7,264,1992.37,93.96,82.21
8/22/2014,1276,1280,1275,1278.6,119,1988.4,93.65,82.38
8/25/2014,1277.3,1277.6,1273.7,1277.3,251,1997.92,93.35,82.59
8/26/2014,1289.4,1289.5,1281.1,1283.8,74,2000.02,93.86,82.68
8/27/2014,1281.5,1282.3,1281.5,1281.9,783,2000.12,93.88,82.45
8/28/2014,1284.5,1293.7,1284.3,1288.7,817,1996.74,94.55,82.52
8/29/2014,1289.5,1289.7,1284.8,1285.8,116,2003.37,95.96,82.78
9/2/2014,1284.5,1286.4,1262.5,1263.7,280,2002.28,92.88,83.01
9/3/2014,1266.3,1271.1,1263.1,1268.9,279,2000.72,95.54,82.89
9/4/2014,1268.7,1272.7,1260.4,1265.1,290,1997.65,94.45,83.83
9/5/2014,1263.2,1268.1,1263.2,1265.8,123,2007.71,93.29,83.76
9/8/2014,1268.4,1268.4,1252.7,1252.7,2,2001.54,92.66,84.24
9/9/2014,1246.8,1246.8,1246.8,1246.8,0,1988.44,92.75,84.28
9/10/2014,1256.7,1256.7,1243.5,1243.5,95,1995.69,91.67,84.29
9/11/2014,1237.4,1237.4,1237.4,1237.4,0,1997.45,92.83,84.3
9/12/2014,1227,1229.9,1227,1229.9,47,1985.54,92.27,84.24
9/15/2014,1226.7,1235,1226.7,1233.6,21,1984.13,92.92,84.24
9/16/2014,1238.3,1238.3,1235.2,1235.2,3,1998.98,94.88,84.23
9/17/2014,1236.2,1236.2,1221.9,1234.4,10,2001.57,94.42,84.49
9/18/2014,1216.2,1225.7,1216.2,1225.7,5,2011.36,93.07,84.43
9/19/2014,1218.3,1218.3,1215.3,1215.3,4,2010.4,92.41,84.86
9/22/2014,1214.9,1216.8,1212.4,1216.8,7,1994.29,91.52,84.86
9/23/2014,1221,1221,1221,1221,5,1982.77,91.56,84.78
9/24/2014,1218.6,1218.6,1216.8,1218.6,2,1998.3,92.8,85.15
9/25/2014,1209.5,1221.2,1209.5,1221.2,11,1965.99,92.53,85.3
9/26/2014,1214.1,1214.1,1214.1,1214.1,19497,1982.85,93.54,85.77
9/29/2014,1216.3,1222.2,1214.8,1217.5,6344,1977.8,94.57,85.72
9/30/2014,1214.8,1218.2,1204,1210.5,680,1972.29,91.16,86.05
10/1/2014,1207.7,1217.8,1205.5,1214.6,178,1946.16,90.73,86.08
10/2/2014,1215.3,1219.5,1210.3,1214.2,176,1946.17,91.01,85.69
10/3/2014,1212.4,1212.4,1191,1192.2,499,1967.9,89.74,86.82
10/6/2014,1187.7,1208,1182.8,1206.7,415,1964.82,90.34,86.04
10/7/2014,1209.1,1211.7,1205.3,1211.7,272,1935.1,88.85,85.78
10/8/2014,1210.2,1217.9,1205.3,1205.3,9,1968.89,87.31,85.41
10/9/2014,1223.9,1229,1223.9,1224.6,19,1928.21,85.77,85.65
10/10/2014,1223.5,1223.5,1217,1221,186,1906.13,85.82,86.03
10/13/2014,1229.8,1234,1227,1229.3,103,1874.74,85.74,85.73
10/14/2014,1235.9,1235.9,1233.6,1233.6,73,1877.7,81.84,85.94
10/15/2014,1243.7,1247,1243.7,1244.1,250,1862.49,81.78,85.24
10/16/2014,1242.1,1243,1236.7,1240.5,6,1862.76,82.7,85.04
10/17/2014,1237.4,1238.3,1232.6,1238.3,356,1886.76,82.75,85.21
10/20/2014,1237.3,1244,1235.4,1244,105,1904.01,82.71,85.04
10/21/2014,1251,1251,1251,1251,48,1941.28,82.81,85.4
10/22/2014,1244.8,1244.8,1244.8,1244.8,2,1927.11,80.52,85.85
10/23/2014,1228,1228.5,1227.9,1228.5,2,1950.82,82.09,85.95
10/24/2014,1229.4,1232.7,1229.4,1231.2,71,1964.58,81.01,85.82
10/27/2014,1230.2,1230.2,1227.3,1229.1,282,1961.63,81,85.56
10/28/2014,1224.9,1231,1224.7,1229.2,46,1985.05,81.42,85.47
10/29/2014,1224.3,1224.3,1224.3,1224.3,631,1982.3,82.2,86.04
10/30/2014,1213.7,1214.7,1195.8,1198.1,521,1994.65,81.12,86.23
10/31/2014,1199.6,1199.7,1161.4,1171.1,260,2018.05,80.54,87.02
11/3/2014,1166.4,1172.3,1163.1,1169.4,60,2017.81,78.78,87.41
11/4/2014,1166.9,1171,1165,1167.4,40,2012.1,77.19,87.09
11/5/2014,1168.1,1168.7,1137.8,1145.4,157,2023.57,78.68,87.57
11/6/2014,1141.1,1147.5,1137.9,1142.3,137,2031.21,77.91,88.13
11/7/2014,1139.9,1169.7,1133,1169.6,97,2031.92,78.65,87.73
11/10/2014,1171,1171,1150.7,1159.6,40,2038.26,77.4,87.91
11/11/2014,1155,1170.5,1151.6,1162.8,22,2039.68,77.94,87.72
11/12/2014,1162.5,1168.1,1157.5,1158.9,17,2038.25,77.18,87.91
11/13/2014,1163.7,1164.5,1155,1161.1,1047,2039.33,74.21,87.75
11/14/2014,1155.2,1191,1148,1185,486,2039.82,75.82,87.59
11/17/2014,1183.1,1186.9,1180.6,1183,17,2041.32,75.64,88.01
11/18/2014,1197.1,1197.1,1193.9,1196.7,2,2051.8,74.61,87.64
11/19/2014,1196.5,1198.3,1190.6,1193.6,23,2048.72,74.58,87.71
11/20/2014,1191.8,1191.9,1190.7,1190.7,3,2052.75,75.58,87.67
11/21/2014,1191,1202.4,1189,1197.5,20,2063.5,76.51,88.4
11/24/2014,1197.7,1197.9,1195.5,1195.5,17,2069.41,75.78,88.21
11/25/2014,1197.1,1197.1,1197.1,1197.1,210753,2067.03,74.09,87.96
11/26/2014,1200.5,1201,1193.7,1196.6,75297,2072.83,73.69,87.65
11/28/2014,1197,1198.2,1163.8,1175.2,11175,2067.56,66.15,88.41
12/1/2014,1160,1220.4,1141.7,1218,5524,2053.44,69,87.98
12/2/2014,1212.3,1212.3,1191.3,1199.2,1236,2066.55,66.88,88.7
12/3/2014,1198.1,1213.7,1196.1,1208.5,440,2074.33,67.38,88.99
12/4/2014,1208.2,1213,1201.6,1207.5,358,2071.92,66.81,88.74
12/5/2014,1203.1,1206,1186.7,1190.1,560,2075.37,65.84,89.36
12/8/2014,1190.6,1207,1187.2,1194.7,183,2060.31,63.05,89.05
12/9/2014,1202,1238,1202,1231.5,314,2059.82,63.82,88.69
12/10/2014,1231.2,1234.6,1226.6,1228.9,306,2026.14,60.94,88.29
12/11/2014,1226.6,1231.2,1216.2,1225.1,264,2035.33,59.95,88.68
12/12/2014,1227.8,1227.8,1216.2,1222,203,2002.33,57.81,88.35
12/15/2014,1223.1,1223.1,1198.4,1207.2,77,1989.63,55.91,88.35
12/16/2014,1197.2,1222,1192.7,1193.9,223,1972.74,55.93,88.3
12/17/2014,1198.2,1199.6,1184,1194.3,94,2012.89,56.47,89.33
12/18/2014,1189.7,1207.3,1189.7,1194.7,197,2061.23,54.11,89.48
12/19/2014,1198,1200.8,1195.9,1195.9,96,2070.65,56.52,89.84
12/22/2014,1198,1198,1172.7,1179.7,223,2078.54,55.26,89.95
12/23/2014,1179.3,1180.3,1175,1177.9,232,2082.17,57.12,90.33
12/24/2014,1177,1179.3,1173.5,1173.5,23,2081.88,55.84,90.22
12/26/2014,1177.2,1195.3,1177.2,1195.3,124,2088.77,54.73,90.31
12/29/2014,1186.5,1186.5,1181.3,1181.7,180,2090.57,53.61,90.5
